AGMRSKPNI-NEG-1141	N	N	9.687084072e-05	0.0005533871194	0.999349742
ATRINS-NEG-841	N	EI	0.8573695902	0.006535916164	0.1360944937
BABAPOE-DONOR-30	EI	EI	0.9704769286	8.609213718e-05	0.02943697927
CHPCD4A-NEG-961	N	N	7.843695705e-05	7.712832259e-05	0.9998444347
CHPIGECA-DONOR-378	EI	EI	0.9648653884	0.0001432910272	0.03499132059
GCRHBBA6-DONOR-461	EI	EI	0.9939007122	0.001001946524	0.005097341231
HUM5FDX-NEG-2041	N	N	9.049564626e-05	7.755228957e-05	0.9998319521
HUMA1ATP-ACCEPTOR-7282	IE	IE	0.003853488604	0.9627385739	0.03340793748
HUMA1MICR-NEG-1081	N	N	0.06612670768	0.01744197777	0.9164313146
HUMACCYBA-ACCEPTOR-1121	IE	IE	0.001085957867	0.9527134364	0.04620060573
HUMACCYBB-ACCEPTOR-1318	IE	IE	0.0005794418263	0.9877809883	0.01163956988
HUMACTASK-NEG-1021	N	N	0.01503783699	0.0001509164786	0.9848112465
HUMADAG-DONOR-4034	EI	EI	0.8997698307	8.327785867e-05	0.1001468914
HUMAFP-ACCEPTOR-16955	IE	IE	0.0008293771873	0.8817240323	0.1174465905
HUMAFP-ACCEPTOR-5216	IE	IE	0.0005896883382	0.9199168196	0.0794934921
HUMAFP-DONOR-14021	EI	EI	0.8955027488	7.841817518e-05	0.1044188331
HUMALDB1-NEG-2761	N	N	0.0002723164568	0.001421699251	0.9983059843
HUMALDOAP-NEG-661	N	N	0.005198854003	0.0001157019931	0.994685444
HUMALPHA-ACCEPTOR-1369	IE	IE	0.008328158772	0.9777700791	0.01390176213
HUMALPHA-ACCEPTOR-2440	IE	IE	0.00719839163	0.98158013	0.01122147839
HUMALPHLB-NEG-901	N	N	7.717889947e-05	0.001995345499	0.9979274756
HUMALPI-ACCEPTOR-2926	IE	IE	0.00748702787	0.9430974816	0.04941549058
HUMALPI-ACCEPTOR-646	IE	IE	0.005166892083	0.9794974487	0.0153356592
HUMALPI-DONOR-532	EI	EI	0.9792562539	0.0008249563022	0.01991878984
HUMALPI-DONOR-762	EI	EI	0.9223229029	0.07199202826	0.005685068873
HUMALPPD-ACCEPTOR-421	IE	IE	0.02886392459	0.9590321217	0.01210395372
HUMAMY2A-NEG-361	N	N	7.849185958e-05	0.0002187436994	0.9997027644
